id,seq,line,newspaper,month,day,page,column,type,init
1107,seq160,27,L,5,6,2,1,ed, - The reason given for Garibaldi's departure from
1108,seq160,31,L,5,25,3,2,ed," - Garibaldi was asked by Gladstone, in behalf of"
1109,seq160,40,L,1,1,1,4,adv," - Steel jewelry, a new importation, is being sold"
1110,seq161,5,L,3,15,3,7,adv," - Solid silver nut picks, beef tongs, mustard"
1111,seq161,8,L,9,17,2,5,adv," - Mr. Burt, 146 Superior st., has a stock of sil-"
1112,seq161,10,L,9,20,4,3,"", - A magnificent service of plate has been on display
1113,seq161,23,L,10,1,4,2,"", - Business will be suspended today in observance of .
1114,seq161,28,L,3,4,4,4,"", - Two little girls about ten years of age and of a re- - -
1115,seq161,34,L,2,8,2,1,ed, - The laboring class of the North are being drawn
1116,seq161,40,L,5,4,2,1,ed,",2 - The volunteer militia and draft of the state"
1117,seq162,9,L,5,31,1,2,"", - The Chicago Workingmen's association protests that
1118,seq162,13,L,6,6,4,2,"", - Conventions of the firesmiths and coppersmiths
1119,seq162,15,L,7,11,2,2,ed, - It is reported that the printer's union has
1120,seq162,20,L,7,16,1,5,adv, - To the Tin Plate and Sheet Iron Workers inter-
1121,seq162,26,L,12,17,2,1,ed, - Everything done to affect the price of labor
1122,seq162,37,L,6,11,1,2,ed, - The CONTINENTAL MONTHLY contains an article
1123,seq163,8,L,1,1,4,3,"", - A man who gave his name as Frederick Miller was
1124,seq163,14,L,1,22,4,2,"", - Barbara Miller and Mary Russell were arrested for
1125,seq163,18,L,2,9,4,3,"", - The grand jury brought in an indictment against
1126,seq163,21,L,2,22,4,5,""," - Eliza IIamilton, charged with stealing a clock and -"
1127,seq163,24,L,2,26,4,2,""," - Two pickpockets, one living in Cleveland, the other"
1128,seq163,27,L,2,26,4,2,"", - Eliza Hamilton who was sent to the penitentiary
1129,seq163,30,L,3,12,4,2,"", - William Morgan's horse and buggy were stolen while
1130,seq163,33,L,3,16,4,2,""," - Sarah Smith, a servant girl, was arrested on the"
1131,seq163,36,L,3,16,4,2,""," - Samuel Odell, a notorious pickpocket, was arrested"
1132,seq163,39,L,3,19,4,3,"", - Sheldon Allen was arrested on the charge of stealing
1133,seq164,5,L,3,26,4,3,""," - Anthony Andwine, an old convict, was re-arrested"
1134,seq164,10,L,4,15,4,4,"", - The Cleveland police were notified by the Detroit
1135,seq164,14,L,4,18,4,4,""," - A man named Eddy, and his wife, who registered at"
1136,seq164,17,L,5,4,4,3,"", - Patrick Cowley was arrested when caught in the base-
1137,seq164,20,L,5,16,4,2,"", - Four notorious pickpockets were recognized in the
1138,seq164,23,L,5,26,4,2,"", - A notorious pickpocket was arrested when he attempted
1139,seq164,26,L,5,27,4,2,"", - A woman was caught in the act of stealing a garment
1140,seq164,28,L,7,6,1,8,""," - George Smith reports a pair of gray mares, a square"
1141,seq164,31,L,7,13,4,3,""," - Two horses owned by Charles Smith, west side, were"
1142,seq164,34,L,8,12,3,2,"", - A three-year old colt and a wagon were stolen from
1143,seq164,37,L,8,27,4,4,"", - A Mr. McKisson disappeared from the boarding house
1144,seq165,4,L,9,12,4,4,"", - A soldier recently discharged from the 18th
1145,seq165,9,L,11,29,2,2,""," - A trunk belonging to Mrs. Strong, wife of one of"
1146,seq165,17,L,1,22,2,2,"", - We see it stated that the legislature has de-
1147,seq165,25,L,2,27,2,2,ed, - Congress has been in session over two months
1148,seq165,29,L,3,14,2,2,ed, - Congress devoted Mar. 12 to speech-making.
1149,seq165,36,L,1,1,4,4,""," - Dr. Richards, a man of literature and science,"
1150,seq166,4,L,1,15,4,3,ed, - Chester's appearance in Cleveland for the
1151,seq166,8,L,1,20,4,2,""," - Prof. Louis Agassiz, will lecture before the li-"
1152,seq166,11,L,1,21,4,5,""," - Professor Agassiz, the distinguished savant, lec-"
1153,seq166,16,L,1,22,4,4,"", - Professor Agassiz told in his lecture of immense
1154,seq166,22,L,1,27,4,2,""," – John B. Gough will lecture on ""Peculiar People,"""
1155,seq166,25,L,1,27,4,2,"", - John B. Gough lectured last night to the Young
1156,seq166,29,L,2,9,4,2,"", - John B. Gough will lecture at the Euclid st. Pres-
1157,seq166,33,L,2,10,4,3,ed, - The lecture of John B. Gough was attended
1158,seq166,38,L,2,19,3,2,""," – Professor Richard's lecture on ""Tom Hood,"" last"
1159,seq167,4,L,3,4,4,4,""," - Lecturing is one of the institutions of the day,"
1160,seq167,7,L,3,31,4,4,""," - Dr. Chapin's lecture last night on ""Europe and"
1161,seq167,11,L,11,11,2,3,adv, - The Lecture Season for 1864 - 65 will be as
1162,seq167,27,L,11,29,2,1,ed," - ""It is flattering to our National vanity"
1163,seq167,40,L,12,2,4,3,"", - Brainard's hall was filled last night to hear Dr.
1164,seq168,6,L,12,13,4,4,""," - Theodore Tilden will lecture on ""The State of"
1165,seq168,10,L,12,24,1,3,"", - Those who attended the lecture last night of
1166,seq168,23,L,9,7,4,4,"", - Members of the bar of Cuyahoga county convened
1167,seq168,26,L,9,10,4,2,"", - Hosea Townsend and Conway W. Noble passed the
1169,seq168,34,L,4,7,4,2,"", - The Library association came into possession
1170,seq168,38,L,4,12,4,4,"",", 5 - At the annual meeting of the Cleveland Library"
1171,seq169,15,L,5,7,4,5,"", - The first meeting of the new board of the Cleve- .
1172,seq169,19,L,5,24,2,2,ed," - ""There are hundreds of young men and young"
1173,seq169,26,L,6,9,4,5,"", - The Cleveland Library association is located at
1174,seq169,34,L,12,17,4,4,"", - The Cleveland Public Library association at a
1175,seq170,6,L,7,23,4,2,adv, - We will send post-paid on receipt of price
1176,seq170,14,L,1,1,4,6,"", - Markets are quiet and steady on all commodities
1177,seq170,16,L,1,21,4,7,"", - The market has not yet recovered from the stag-
1178,seq170,19,L,3,21,4,6,""," - I,ittle can be said of today's market, except that"
1179,seq170,27,L,3,22,4,6,"", - The prevailing decline of last week was realized
1180,seq170,33,L,4,1,4,5,"", - The market today was very quiet; the show in corn
1181,seq170,38,L,4,15,4,6,""," - The market today did not show so much excitement,"
1182,seq171,4,L,5,2,4,6,"", - The receipts for wheat and corn for the week have
1183,seq171,37,L,5,16,4,6,"", – The past week has been the dullest ever to be
1184,seq171,43,L,5,27,4,2,"", - Strawberries come to our Cleveland markets just
1185,seq171,45,L,6,1,4,7,""," - The general market continues very quiet, though a"
1186,seq172,4,L,6,17,4,6,"", – Now that the speculative mania is held in sub-
1187,seq172,10,L,7,1,4,6,"", - The quiet that succeeded yesterday's excitement
1188,seq172,18,L,7,3,4,6,"", – The flour markct is firm. After reports from
1189,seq172,23,H,7,5,3,8,"", - The produce market is very quiet. Holders general-
1190,seq172,26,L,7,15,4,5,"", - The receipts of grain today by rail and canal
1191,seq172,31,L,8,1,4,6,"", - There was nothing done on the exchange with the
1192,seq172,42,L,8,15,4,6,"", - In the grain market there is the same dullness
1193,seq173,7,L,9,1,4,3,"", - The city council met last night and adopted the
1194,seq173,10,L,9,1,4,6,"", - It should be understood that all sales of grain
1195,seq173,18,L,9,15,4,7,"", - There was no improvement in the receipts of
1196,seq173,29,L,10,10,4,7,"", - The past week has been one of great depression
1197,seq173,33,L,10,15,4,6,"", - The steady and large advance of gold has caused
1198,seq173,37,L,11,1,4,8,""," - The market today was not very active, but the"
1199,seq174,4,L,11,15,4,7,"", - Grain receipts by rail and canal continue light.
1200,seq174,12,L,12,1,4,7,"", - The receipts of grain by rail today equal about
1201,seq174,17,L,12,15,4,5,"", - The receipts of grain continue small. There is
1202,seq174,25,L,2,17,3,2,ed, - Our re-enlisting veterans are turning their
1203,seq174,30,L,3,15,1,8,"", - Samuel P. Marvin and Miss Adaline Harris were
1204,seq174,32,L,7,1,1,2,ed," - Manton Marble, while doing the editorials on"
1205,seq174,37,L,7,19,4,3,""," - Frank W. Ranney, Esq., Cleveland, was married"
1206,seq174,40,L,10,4,4,5,"", - At the residence of the bride's parents on Walnut
1207,seq175,4,L,10,6,4,8,""," - Jerre G. Claflen and Frankie M. Pierce, were"
1208,seq175,7,L,10,19,4,6,""," - Leonora M. Leonard, daughter of Rev. H. R."
1209,seq175,11,L,10,21,4,5,""," - Emma H. Witt, daughter of Stillman Witt, was"
1210,seq175,15,L,10,22,4,6,""," - Henry J. Hoyt and Helen P. Cutter, daughter of"
1211,seq175,17,L,11,17,4,4,""," - Cassandes Sabb and Lavinia Manly, adopted daughter"
1213,seq175,19,L,11,19,4,5,""," - Francis A. Brown and Helen M. Hart, daughter of"
1214,seq175,22,L,11,29,4,6,""," - Anna Wansor, daughter of J. Wansor, and Albert"
1215,seq175,25,L,12,14,4,4,""," - Mary E. Scofield, daughter of William Scofield, Esq.,"
1216,seq175,28,L,12,16,4,4,""," - Frank A. Comstock and Nettie Blair, daughter of"
1217,seq175,31,L,12,23,4,5,""," - George A. Chipman of Boston and Sarah M. Bishop,"
1218,seq175,35,L,1,15,4,5,adv," - Dr. Lawrence, skilled oculist and aurist,"
1219,seq176,4,L,1,19,4,3,"",", 4 - In a letter to the editor, J. F. Lawrence,"
1220,seq176,10,L,1,29,4,5,"", - Dr. J. F. Lawrence whose large advertisement
1222,seq176,17,L,1,30,4,3,""," - One month ago the city was honored by the ""distin-"
1223,seq176,24,L,2,17,2,3,ed, - A New York volunteer was so dosed with
1224,seq176,28,L,2,17,4,2,""," - Dr. Jones, a Cleveland oculist, brought to the"
1225,seq176,32,L,3,15,2,6,adv, - Ear and eye diseases and deformities are
1226,seq176,35,L,3,15,3,4,adv," - Seminal weakness or spermatorrbosa, gleet,"
1227,seq176,37,L,3,15,3,7,adv," - Dr. Hunter's Medical infirmary, No. 17"
1228,seq176,41,L,4,7,4,8,adv," – Dr. Wells, a member of Royal college of"
1229,seq177,7,L,4,18,2,4,adv, - Dr. Lighthill will visit Cleveland May 9
1230,seq177,17,L,8,1,2,5,""," - Dr. Lighthill, specializing in treatment of diaf- -"
1231,seq177,20,L,7,16,2,1,ed," - Dr. Duparc of London, says that he has a"
1232,seq177,24,L,7,20,4,2,""," - Dr. L. W. Scott, leading physician of Chillicothe"
1233,seq177,29,L,7,21,4,1,"", - The medical books and instruments of the late
1234,seq177,32,L,9,9,4,4,"", - Boys of the 150th regiment and many of their
1235,seq177,38,L,6,8,4,2,"", - A new medical institution is being established
1236,seq178,8,L,8,3,3,2,"", - The Cleveland Medical college will hold a medical
1237,seq178,11,L,10,12,4,2,"", - Charity hospital medical college will open its first
1238,seq178,14,L,10,12,4,3,"", - Dr. Dutcher has accepted the chair of theory and
1239,seq178,17,L,10,27,4,3,"", - The inauguration services of the Cleveland Charity
1241,seq178,29,L,5,21,4,1,adv," - Attention, Ladies: - The undersigned is pre-"
1242,seq178,34,L,7,1,3,3,adv, - A full line of millinery is offered at New
1243,seq178,36,L,7,1,3,2,adv, - Ready Trimmed Bonnets to close out at Reduced
1244,seq179,3,L,2,12,4,2,""," - At the annual meeting of the Cuyahoga Mining co.,"
1245,seq179,7,L,3,19,2,1,ed," - The newspapers are talking about miscegenation,"
1246,seq179,12,L,1,15,4,2,"", - E. I. Paldwin and Company have nearly completed
1247,seq179,15,L,11,4,4,4,""," - The old Baptist church, after a long existence as"
1248,seq179,22,L,1,15,2,1,ed, - The Democratic members of Congress have a cun-
1249,seq179,30,L,2,13,4,2,ed," - The Second National bank has received $100,000"
1250,seq179,33,L,3,31,4,5,""," - The course of gold continues downward, having fal-"
1251,seq180,11,L,4,1,4,5,""," - By some means, the gold market in New York was"
1252,seq180,17,L,4,16,4,3,""," - H. B. Hurlburt, Esq., cashier of the Second Nation-"
1253,seq180,24,L,4,16,4,6,""," - The movement of gold is again downward, influenced"
1254,seq180,29,L,5,2,4,6,"", - There was only a nominal decline in gold today. The
1255,seq180,31,L,5,16,4,6,"", - Regardless of the fact that our armies are victori-
1256,seq180,39,L,6,2,4,6,"", - Gold closed in New York today at an advance of 1-1/4
1257,seq180,44,L,6,17,4,6,"", - The gold movement has been uncommonly quiet at the
1258,seq181,9,L,6,18,2,4,ed, - The new two-cent piece which has recently been
1259,seq181,14,L,6,20,2,1,ed, - In many western states wild-cat currency has
1260,seq181,19,L,7,1,4,6,""," - The buying rates in gold here today were 220 Q 225,"
1261,seq181,24,L,12,28,4,7,"", - The demand for currency in this market for the
1262,seq181,29,L,3,1,2,2,ed," - Gold was worth 172 in the New York market,"
1263,seq181,33,L,3,15,2,1,ed,",2 - ""We appeal to the Union Congressmen to"
1264,seq181,39,L,4,21,2,1,ed," - One year ago, gold stood at $1.75, and now"
1265,seq182,11,L,6,19,2,1,ed, - The evil effects of an over-issue of paper
1266,seq182,19,L,6,24,2,1,ed, - The gold bill does not allow gold to be sold
1267,seq182,24,L,6,28,2,1,ed, - The value of gold and its relation to the
1268,seq182,35,L,7,20,2,1,ed, - The declaration concerning the money market
1269,seq182,42,L,10,5,2,4,ed," - Now that gold is on the down grade, certain"
1270,seq183,4,L,10,15,2,1,ed," - ""Those who reflect but little may ascribe the"
1271,seq183,26,L,10,17,2,3,ed, - The rise and fall of gold is almost entirely
1272,seq183,37,L,6,20,4,2,""," - The armory on Pearl st., west side, has a mortgage."
1273,seq183,43,L,1,12,4,2,""," - Madame Anna Bishop, celebrated cantatrice, is"
1274,seq184,4,L,2,12,2,2,"", - The Columbians will give a musical entertainment
1275,seq184,7,L,2,13,4,3,"", - The patriotic Columbians made a most successful
1276,seq184,11,L,2,13,4,2,""," - Alfred Howard, celebrated violinist, will play at"
1277,seq184,14,L,3,8,4,5,"", - Father Kemp's old folks' troupe is at Brainard's
1278,seq184,20,L,4,1,4,3,"", - The organ exhibition at the Euclid st. Presbyterian
1279,seq184,26,L,4,25,4,7,adv," - The Atheneum music hall, will present, Miss"
1280,seq184,28,L,4,27,4,4,""," - Two distinguished musical artists, Madame Warian"
1281,seq184,30,L,5,21,4,2,""," - Alfred H. Pease, a former resident of Cleveland,"
1232,seq184,34,L,5,25,4,2,"", - A concert will be given at Brainard's hall tonight
1284,seq185,4,L,5,27,4,4,adv, - Brainard's hall will present two great concerts
1285,seq185,6,L,5,27,4,3,"", – The second concert of pianist Pease was opened by
1286,seq185,11,L,5,31,4,2,"", - S. Brainard and Company have just issued three
1287,seq185,14,L,6,20,4,8,adv, – Atheneum music hall will present Barry Carter
1288,seq185,17,L,6,30,4,5,""," - ""The Sacred Harp of Judah,"" by Rev. G. M. Cohen,"
1289,seq185,22,L,7,9,4,4,""," - S. Brairard and Company just issued ""La Belle"
1290,seq185,25,L,9,6,4,4,""," - FESTIVAL OF BEAUTY, a series of musical and"
1291,seq185,28,L,10,18,4,2,ed," - Camilla Urso, celebrated female violinist,"
1292,seq185,34,L,12,17,4,8,adv," - The Alleghenians, vocalists, and Swiss Bell"
1293,seq185,37,L,12,19,4,3,"", - The fine troupe of vocalists and Swiss bell ring-
1294,seq186,5,L,1,7,4,4,"", - Cleveland is to be favored by six nights of Italian
1295,seq186,11,L,1,16,4,2,"", - The first sale of season tickets for the Cleveland
1296,seq186,14,L,1,16,4,3,"", - The first sale of season tickets for the Italian
1298,seq186,21,L,1,26,4,4,"", - The first night of the opera LUCREZIA BORGIA at
1299,seq186,26,L,1,28,4,3,"", - Verdi's opera IL TROWATORE was splendidly rendered
1301,seq186,31,L,1,30,1,7,adv," - John Ellsler, proprietor ard manager of the"
1302,seq186,36,L,2,1,4,3,"", - Tile six right opera season closed Jan. 29 with the
1303,seq187,4,L,3,15,4,4,"", - The Pikes Opera House co. of Cincinnati will open
1304,seq187,8,L,3,28,4,3,"", - The time for the opera season is approaching.
1305,seq187,12,L,4,1,4,2,"", - Mademoiselle Cordier and Herr Formes are added to
1306,seq187,15,L,4,7,4,3,"", - This week will include the brilliant opening of the -
1307,seq187,18,L,4,12,4,3,""," - The opera, which was supposed to open its season"
1308,seq187,23,L,4,13,4,5,"", - The opera opened last night and was musically a
1309,seq187,29,L,4,14,4,3,""," - The opera, UN BALL0 IN MASCHERA, was given in"
1310,seq187,34,L,4,16,4,4,""," - FAUST, by Gounod, was the opera played last night."
1311,seq187,40,L,4,19,4,3,""," - DINORAH, Meyerbeer's latest opera, was presented"
1312,seq188,4,L,4,20,4,4,""," - NORMA, a production of Bell ini, was presented last"
1313,seq188,8,L,4,21,4,4,""," - DON GIOWANNI, Mozart's masterpiece, was rendered"
1314,seq188,14,L,4,23,4,3,""," - LA TRAVIATA, Verdi's opera, was presented last night."
1315,seq188,19,L,4,25,4,3,""," - MASSANIELL0, a production of Auber, was the opera"
1316,seq188,25,L,6,17,4,2,"", - Another brief opera season is coming to Cleveland.
1317,seq188,29,L,7,6,1,8,""," - The Italian operatic star, Brignoli, will appear as"
1318,seq188,32,L,8,6,4,2,""," - Grau's opera troupe featuring Mme. Virginia Whiting,"
1319,seq188,35,L,8,8,4,2,"", - The Holman opera troupe opens a season of English
1320,seq188,39,L,12,29,4,3,""," - Philpot, Camp, and Company have taken a five-year"
1321,seq189,5,L,7,16,2,4,ed," - ""Casts of the skull of an individual at differ-"
1322,seq189,12,H,11,25,2,2,ed," - ""West Virginia is destined to become one of"
1323,seq189,16,L,1,4,2,3,ed," - Fred Douglas, colored, will speak tonight at"
1324,seq189,20,L,1,16,4,2,ed," - Douglas' platform for ""Loyal"" men is:"
1325,seq189,28,L,2,3,4,2,"", - Mrs. Gage's lecture at Brainard's hall was enjoyerl
1326,seq189,33,L,2,11,4,4,"", - A group of colored citizens met in Metropolitan
1327,seq190,4,L,2,20,4,3,"", - A large audience assembled to hear Fred Douglas
1328,seq190,7,L,2,23,1,3,""," - Fred Douglas, champion of the colored race, gave"
